account_id,account_name,tenant_id,health_score,health_segment,revenue,neediness_score,segment,account_level,industry,tad_score,tech_count,neediness_category
001Pg000019z4U2IAI,zdpdx_portland,4371727872,60,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000e49CAAAY,5starrplumbing,928550857,75,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg000019Kr7JIAS,maidright4305,4374302181,59,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00001RACLOIA5,,,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
001Pg00001CeJW0IAN,varsityzone_118,4423169714,52,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000fLfmGAAS,blazerheating,1458880803,91,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000XEgP1AAL,shavitzheatingandairconditioning,750364882,89,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg000011mGvpIAE,blingle_162,4270830604,75,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00001LwLyjIAF,asvmccantsted,4534714576,75,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000jFkUOAA0,aaaelectrical,1427420964,60,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
001Pg00001He6FjIAJ,gatsby_150,4488727394,57,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000WUmQgAAL,rentmeister,372441995,86,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00001J7jhiIAB,housedoctors1640,4507465279,69,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000VUl2AAAT,,,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
001Pg00000wY7zEIAS,asvtaylorgreenville,4184758293,76,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000W9ELpAAN,simonsheating,1601721256,71,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00000yzOdzIAE,acehandyman_westsidecincinnati,4235537391,84,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg0000124ZaEIAU,zdegh_eastgreaterhartford,4273568179,72,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000WUnpsAAD,cornerstoneelectricalinc,488267682,92,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00001Dp1V7IAJ,kitchenwise1120,4438668536,75,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg000018tShiIAE,asvdeboyderek,4367372780,71,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00000fhRyDIAU,housedoctors2805,4135332501,77,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg000002z6nLIAQ,aquaknightplumbingco,2337330587,64,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
001Pg00001H7f8zIAB,asvstaroweskyshawn,4482896987,75,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000019dcW3QAI,encoreelectricalservicesinc,2063093013,28,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011P0000179vu3QAA,integratedmediasystems,1005695910,72,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00000gOtKxIAK,,,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000ok0vXAAQ,castlegaragedoorgates,446972934,78,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000YumDwAAJ,servicesquad,367662612,92,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00000zJuPyIAK,acehandyman_farwestsanantonio,4240138005,77,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00000Vgd37IAB,acehandyman_lanier,4004146073,79,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00001Dl0cUIAR,rubbishworks1240,4434829741,50,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00001Ek5iTIAR,bumblebeeblinds_177,4450528511,53,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000nkTVSAA2,currentelectrical,434274957,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
001Pg00000YFHMkIAP,housedoctors4685,4041499669,81,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00000YzqfeIAB,groutmedic9906,4042496381,74,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg0000186KAEIA2,ifoam_155,4356235413,50,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00000zh4BoQAI,katoelectricalinc,867284646,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000WUq0AAAT,ictelectricllc,1123309603,80,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg000002z7eYIAQ,orangegatorelectricllc,2366763436,3,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011P00001B5pU2QAJ,carolinareliningsolutionsllcdbarooternow,1398548012,86,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000W9LVDAA3,austinelectricinc,2088452121,84,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000kndk4AAA,specialtydoorservice,1443347879,26,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000CYjzfAAD,cellino,232683401,89,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000VUlfDAAT,appletonrotorooter,500321881,81,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000W9RD8AAN,squamlakeplumbing,913480739,81,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000nkTWRAA2,kanonelectricinc,4566528021,46,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000CYk3BAAT,lakesplumbingheatingcooling,341965443,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000sObOPAA0,newheatingandcooling,1061996205,85,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg00001NgvqYIAR,crossbracedscaffoldingllc,4553991584,51,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00001GGwy6QAD,,,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000XsmwJAAR,batesheating,4588359829,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000VUjpSAAT,thomashvac,350476436,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P0000153WCKQA2,neweraplumbing,726830120,89,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg000011xN1HIAU,acserviceprosllcdbaleaps,4570353570,67,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000VUkBNAA1,aquaplumbing,361918090,90,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000016pFIzQAM,alltimemaintenanceinc,863241893,76,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000WVYxQAAX,,,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000W9HXlAAN,falitebros,421430794,65,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000anigiAAA,knightsmechanicalllc,759243976,92,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000011DsYGQA0,decasouthwest,867807660,91,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00001CNhWkQAL,managedgeneratorservices,1371946276,25,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011P00001EGCaIQAX,macbrosmechanicalllc,1622662437,78,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000VUkzYAAT,hillmechanical,488248137,86,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000W9R9UAAV,walleysheatingairconditioningllc,797399515,93,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000ok5z6AAA,mavenmechanicalservicesinc,2182582551,62,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P0000153mOFQAY,delsolelectricllc,992026291,14,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000n7RpqAAE,a1septictankserviceinc,993414571,92,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000Lsq8eAAB,cmcelectric,315332394,93,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000WVvFyAAL,landmarkheatingairconditioninginc,901438764,93,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00000xyHN8QAM,searsgsuffolktimberg,510578204,43,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001FRflaQAD,cleelectricllc,1566531236,73,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00001E5LtmQAF,pettigrewplumbingandhvacllc,1927424406,92,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00001CLEpmQAH,caonservicesinc,2443641527,95,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000019e1WnQAI,absoluteelectricalcontractingdesignny,1113854505,79,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000VUkb7AAD,thomascurleyplumbingandheatingcollc,916893234,49,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000W8l4vAAB,gabrielplumbingcompanyinc,3048659420,51,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000bh0fDAAQ,classicplumbing,365417219,74,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg000007lTvVIAU,lakewoodmechanicalinc,2645071010,14,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000W99RuAAJ,frigitecinc,1061395760,39,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000be2arAAA,commercialrefrigerationinc,933591971,75,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000W8vvJAAR,triplehairconditioninginc,3092323992,76,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000cDsMpAAK,centralsupplymetalco,926046116,93,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P0000113LbVQAU,rammechanical,594346459,91,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000W9fJ5AAJ,townandcountryplumbingheating,2263491481,90,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000016mkLIQAY,allamericanplumbingofclaytonllc,825274309,78,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000WVjyfAAD,nrhplumbinginc,1724355989,69,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000011FuJPQA0,patrickallencompaniesllc,2664976456,91,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000016mIRvQAM,resendizconstructionheatingandac,1894048405,89,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00000yNFwBQAW,comforttechnologies,521687731,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000cEhAMAA0,louisianacontrolsinc,1557097412,79,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00000wqDaPQAU,balancedmechanicalandplumbingservices,843624366,83,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg000001G73zIAC,nnenterprisesllc,2428822818,84,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000WVtkvAAD,resslermateer,490542586,93,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000W8ibhAAB,comfortairincal,1085035943,77,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000W8yHoAAJ,breakerselectricalconstructioninc,1582986405,83,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000011GY14QAG,stoneheatingandair,616881253,91,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000anhZhAAI,emoryelectricinc,4076249621,95,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000fLBs9AAG,doneriteplumbing,561020207,73,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg000006FNAYIA4,mathisdevelopmentgroupllc,3079046052,13,Red,100000,8,Residential,Corporate,Roofing,0,5,High
001Pg000002WuPMIA0,2370667ontarioincoanexuselectric,2425821899,81,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000XsnACAAZ,n2itplumbing,1563197734,65,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001B248UQAR,southernbrothersplumbing,981030699,85,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000ok3nzAAA,alphamechanicalcontractorsllc,1893353375,3,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011P000011H91EQAS,kingsoftwater,927757347,84,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000VUlCjAAL,lawtoncommercialservices,725997389,89,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000cEdtHAAS,peaceofmindheatingservices,368493059,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000CYk5zAAD,theplumber72degrees,288513043,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000016pobDQAQ,slateplumbing,873636549,78,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000018brcNQAQ,putnammechanicalsc,885146791,69,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000WUjC4AAL,rapidrooterplumbing,1336520360,89,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000010Dn5dQAC,katchakid,764156367,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000016n9ztQAA,millerenvironmental,851823677,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000knqaMAAQ,foxair,407303308,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001E4uQvQAJ,renovatingkcservicellc,1871936667,59,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000019ekjbQAA,skylineheatingandairllc,1421757352,59,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000WVYnGAAX,schaefairinc,1056162597,53,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001B4jprQAB,highstandardspumpandsepticltd,2830665114,3,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011P00001GGzjpQAD,stellaraircorporation,1728357275,36,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000VUkt1AAD,glenmontairconditioningandheatinginc,4598108058,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000014y6guQAA,columbiacoolingandrefrigeration,1026849956,78,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000beBYIAA2,tarponairconditioninginc,964153763,79,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000kWNGzAAO,partroy,409816457,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000cEEo3AAG,jtmplumbing,1035660451,69,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000W9cRjAAJ,sherwoodplumbing,462611873,72,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000qaycRAAQ,rotorooterofsavannah,439184304,62,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000018brNLQAY,meritservices,1026020387,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000cDlHuAAK,5diamondheatingcooling,838936868,83,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000WVW5ZAAX,alvarezplumbinginc,4208431765,72,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000e2md9AAA,dobysplumbingrepairinc,900728763,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000016pidiQAA,atwaterburgerdbamendservices,922470051,89,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000CYkLeAAL,cloud9homeservices,97970309,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00000yp5cQQAQ,searsgbirminghamcarlock,526416361,43,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001JI89SQAT,baconairllc,4332938775,42,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000WVasEAAT,allianceaircomfort,439623443,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000ojzr4AAA,alekairmanagement,509278877,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000XsmzZAAR,comfortprossolutions,803081251,67,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001CLPGAQA5,brothersgutterssouthcleveland,1074854051,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00000zdTuUQAU,everwellinc,576194989,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00000x1S1ZQAU,performanceprogaragedoor,515183166,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001GHQQGQA5,acemergencyteamllc,1776040378,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000VUkeaAAD,delferaheatingcooling,443433095,94,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000plnauAAA,gilleyelectric,435706756,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000ok06fAAA,coasttocoastgaragedoorllc,1097802920,17,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000W8qBMAAZ,fulcrummechanicalllc,3930758293,25,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000W9bIMAAZ,gaultheatinginc,4116842261,95,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00001B2iPNQAZ,brothersguttersstlouis,994662819,83,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000W8jDbAAJ,crossettservicecompanyllc,941825459,85,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
001Pg000007a22UIAQ,abramsplumbingandheatingllc,2669877159,24,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011P000016oSJFQA2,truetrenchless,1040536995,76,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000017AZY2QAO,mtheatingandcoolingllc,911996324,68,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000WVZTzAAP,ajaxmechanical,428024469,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001E5OVpQAN,buildingsystemsintegrationllc,1425844004,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000kppMeAAI,redwhiteblueplumbingandsewer,1460831270,79,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000012mTvRQAU,morningstargaragedoorsllc,2079656213,63,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001CMRIFQA5,angletonsheetmetalserviceinc,1273772710,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000W9EoUAAV,bigsandyheatingcooling,456625694,82,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000012mPloQAE,247plumbingheatingandcoolingllc,971930788,47,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000Xsn4NAAR,hannaplumbingandsupplyinc,2303801634,60,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000016mizgQAA,nxgenair,839543986,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000011369QQAQ,firstchoiceheatingairllc,589332427,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000016oqirQAA,mansfieldelectricllc,1802808090,64,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P0000179zdwQAA,bigbeckspoolsandpavers,993896493,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001HwY9JQAV,wardselectricalservicesllc,1875534234,73,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00001CLpBPQA1,ageheatingandcoolinginc,1097087152,72,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00001GGpg0QAD,paradiseheatingandcooling,1693689877,29,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011P00001B64SrQAJ,trueinstallplymouth,1046779305,73,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000e2nchAAA,rwileyheatingair,481444750,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000W9htRAAR,michaelsplumbingservice,360522135,55,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000016p9WdQAI,kustomscapesandpoolsllc,1010640676,54,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000W9YAfAAN,ryanplumbingheatingandfireprotectionllc,1493685411,84,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000cDobfAAC,alohastaterefrigerationandairconditioninginc,3896206103,77,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00001CMO4nQAH,actionplumbingheatingandairllc,3862446110,74,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000WUk4dAAD,laketravisair,374496017,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000016nThaQAE,evap1coolingheatingrefrigerationllc,1060979370,63,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001IkKNdQAN,umpquasheetmetalinc,2104846230,16,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011P00000wzWBgQAM,dailyheatingandairconditioning,777896014,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000016olX2QAI,onecallservices,855708730,82,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000019cajFQAQ,dfwdoorrepair,956006700,83,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00001FtH4CQAV,ycgaragedoorinc,1612095015,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000019dctmQAA,handyplumbingmanllc,1889690655,85,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00001GHsXLQA1,onthemarkheat,1836765077,58,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000a4PK0AAM,langemann,358827021,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001CLhlVQAT,odinsystemsinc,1350860353,77,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000cDrYOAA0,budgetclimatecontrol,698239987,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000YSKoSAAX,airqualityspecialists,382974467,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000011GP0HQAW,rhinosecurityandcablingsolutions,610980140,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
001Pg000008DFr3IAG,protectiontechnologiesllc,3465047112,49,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000VUk8AAAT,altitudecomfort,374343069,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00001EGaJRQA1,,,95,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00000yp2i3QAA,miamiwaterandairinc,887212616,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
001Pg00000KMCtTIAX,legacyplumbingandexcavationllc,4023659157,83,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000anTwNAAU,arscomfortheatingandair,515545918,75,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000019dB8fQAE,twistedmechanical,954519177,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000fLgIcAAK,islandpointhvacservices,844118436,85,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000012mPy9QAE,forceelectricltd,944236595,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000W76SRAAZ,bmcplumbingheatinginc,876313396,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000016M9D9QAK,orlimelectriccorp,784139745,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P0000154gnTQAQ,moderneratechllc,2107693975,63,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000W8sf0AAB,modelcoelectric,1025606313,78,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000CYk3DAAT,diamondbackair,172465411,93,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000cDwMSAA0,eternalplumbingsolutions,425280652,87,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000019fK7FQAU,proexteriorsllc,2514971171,3,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000n6VAgAAM,atlantasplumbing,1400841507,53,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P00000zh4Y8QAI,,,95,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000019eIu5QAE,inceptionelectricinc,974578232,56,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000016pplaQAA,gibsonheatingandcoolingllc,901472819,82,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000anUGsAAM,generalinstallation,902785581,86,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000VUkCAAA1,arizonacomfortsystemsheatingandcooling,447025186,66,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000WUnUwAAL,freondoctorinc,561572394,41,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000VUlTeAAL,penlandsheatingandair,910086571,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000fM5gWAAS,247homeimprovementplumbing,509841707,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000WUpZjAAL,spartanservices,520765583,85,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000016n2ToQAI,colonialsprinklerlightingdesign,895727019,57,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000ok2FZAAY,actiongaragedoorcompany,622673493,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000011Fh83QAC,homesmilesinc,630459222,69,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000anDt3AAE,jrpierceplumbingcoinc,2147513238,25,Red,100000,8,Residential,Corporate,Roofing,0,5,High
001Pg000015EamcIAC,westgrandserviceco,4332578969,39,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000W8mdOAAR,gogreenrooter,369688861,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000W9hC8AAJ,upstateelectricalsolutionsllc,2311746617,47,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000W98iwAAB,sungloheatingairconditioninginc,1010006059,72,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P000014xoJVQAY,bowenservicegroup,712388794,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011P000011GamkQAC,betterfuturefacilitiesinc,723787557,88,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011P00001GIgWwQAL,sparkelectricllc,1764902562,50,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000WVVa5AAH,samvelqaemailtest,819628838,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000ojzdJAAQ,barlowheating,866643509,89,Green,100000,3,Residential,Corporate,Roofing,0,5,Low
0011a00000w9k0LAAQ,rightbrothersheatingair,486747876,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
001Pg000002oFRTIA2,unitedhomespecialistcodbakangaroof,2337484053,46,Red,100000,8,Residential,Corporate,Roofing,0,5,High
0011a00000W8jgkAAB,jettmechanical,420812041,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
0011a00000VUk98AAD,americanheating,408015758,70,Yellow,100000,5,Residential,Corporate,Roofing,0,5,Medium
